Handle;Block;Attribute;Matricule;X;Y;Z;Altitude;Delta
'91873;TCPOINT;MAT;1434;1491688,57;3238330,54;0,00;52,03;52,03
'91837;TCPOINT;MAT;1419;1491690,81;3238332,31;0,00;52,05;52,05
'9117B;TCPOINT;MAT;988;1491812,31;3238382,48;52,05;52,05;0,00
'9193B;TCPOINT;MAT;1484;1491689,95;3238319,34;0,00;52,13;52,13
'9192F;TCPOINT;MAT;1481;1491691,76;3238320,54;0,00;52,50;52,50
'90F83;TCPOINT;MAT;862;1491840,35;3238387,52;52,53;52,53;0,00
'913E3;TCPOINT;MAT;1142;1491869,39;3238378,20;0,00;52,54;52,54
'910BF;TCPOINT;MAT;941;1491790,14;3238384,07;52,54;52,54;0,00
'90FA3;TCPOINT;MAT;870;1491865,96;3238387,22;52,56;52,56;0,00
'90F1B;TCPOINT;MAT;836;1491833,27;3238390,94;52,59;52,59;0,00
'91893;TCPOINT;MAT;1442;1491689,38;3238329,73;0,00;52,63;52,63
'913DF;TCPOINT;MAT;1141;1491868,35;3238378,22;0,00;52,66;52,66
'9190F;TCPOINT;MAT;1473;1491683,65;3238323,31;0,00;52,68;52,68
'90F97;TCPOINT;MAT;867;1491840,92;3238387,33;52,68;52,68;0,00
'91877;TCPOINT;MAT;1435;1491689,62;3238330,53;0,00;52,75;52,75
'91933;TCPOINT;MAT;1482;1491685,79;3238320,12;0,00;52,77;52,77
'91927;TCPOINT;MAT;1479;1491684,81;3238321,52;0,00;52,77;52,77
'90FDB;TCPOINT;MAT;884;1491811,14;3238386,34;52,79;52,79;0,00
'91937;TCPOINT;MAT;1483;1491690,78;3238320,15;0,00;52,84;52,84
'9188B;TCPOINT;MAT;1440;1491691,19;3238330,15;0,00;52,86;52,86
'91043;TCPOINT;MAT;910;1491873,13;3238385,54;0,00;52,91;52,91
'9108F;TCPOINT;MAT;929;1491811,76;3238384,50;52,92;52,92;0,00
'91857;TCPOINT;MAT;1427;1491683,79;3238331,30;0,00;52,94;52,94
'90FA7;TCPOINT;MAT;871;1491869,16;3238387,19;0,00;53,02;53,02
'910FF;TCPOINT;MAT;957;1491790,53;3238383,48;53,06;53,06;0,00
'90FC3;TCPOINT;MAT;878;1491872,96;3238387,02;0,00;53,09;53,09
'91413;TCPOINT;MAT;1154;1491866,55;3238377,83;53,10;53,10;0,00
'9125F;TCPOINT;MAT;1045;1491837,72;3238381,31;53,13;53,13;0,00
'9137F;TCPOINT;MAT;1117;1491867,19;3238379,00;0,00;53,16;53,16
'918AB;TCPOINT;MAT;1448;1491682,39;3238328,73;0,00;53,18;53,18
'9186F;TCPOINT;MAT;1433;1491684,00;3238330,52;0,00;53,19;53,19
'90F53;TCPOINT;MAT;850;1491836,33;3238388,54;53,21;53,21;0,00
'91913;TCPOINT;MAT;1474;1491687,96;3238323,35;0,00;53,22;53,22
'91863;TCPOINT;MAT;1430;1491685,37;3238330,90;0,00;53,24;53,24
'9190B;TCPOINT;MAT;1472;1491687,01;3238323,71;0,00;53,28;53,28
'91907;TCPOINT;MAT;1471;1491684,80;3238323,72;0,00;53,28;53,28
'91337;TCPOINT;MAT;1099;1491796,13;3238379,26;53,34;53,34;0,00
'9110F;TCPOINT;MAT;961;1491789,16;3238383,32;53,39;53,39;0,00
'918FB;TCPOINT;MAT;1468;1491685,81;3238324,34;0,00;53,53;53,53
'918BF;TCPOINT;MAT;1453;1491684,80;3238327,69;0,00;53,53;53,53
'918E7;TCPOINT;MAT;1463;1491684,60;3238326,14;0,00;53,56;53,56
'918D7;TCPOINT;MAT;1459;1491684,57;3238327,13;0,00;53,59;53,59
'91917;TCPOINT;MAT;1475;1491687,57;3238322,73;0,00;53,63;53,63
'91347;TCPOINT;MAT;1103;1491871,55;3238379,41;0,00;53,63;53,63
'918D3;TCPOINT;MAT;1458;1491683,20;3238327,12;0,00;53,76;53,76
'9115F;TCPOINT;MAT;981;1491790,73;3238382,69;53,79;53,79;0,00
'90F7F;TCPOINT;MAT;861;1491837,54;3238387,56;53,79;53,79;0,00
'9188F;TCPOINT;MAT;1441;1491686,43;3238329,96;0,00;53,82;53,82
'90FBB;TCPOINT;MAT;876;1491864,58;3238386,98;53,82;53,82;0,00
'91867;TCPOINT;MAT;1431;1491686,97;3238330,93;0,00;53,87;53,87
'918C7;TCPOINT;MAT;1455;1491689,75;3238327,52;0,00;53,89;53,89
'90FE3;TCPOINT;MAT;886;1491839,10;3238386,33;53,91;53,91;0,00
'912BF;TCPOINT;MAT;1069;1491865,55;3238380,40;54,00;54,00;0,00
'90FEF;TCPOINT;MAT;889;1491808,54;3238386,10;54,01;54,01;0,00
'91923;TCPOINT;MAT;1478;1491687,23;3238321,70;0,00;54,02;54,02
'90FFB;TCPOINT;MAT;892;1491839,71;3238386,14;54,02;54,02;0,00
'90F73;TCPOINT;MAT;858;1491808,91;3238387,49;54,05;54,05;0,00
'918E3;TCPOINT;MAT;1462;1491685,39;3238326,32;0,00;54,09;54,09
'918DF;TCPOINT;MAT;1461;1491685,19;3238326,36;0,00;54,09;54,09
'91887;TCPOINT;MAT;1439;1491684,80;3238330,10;0,00;54,16;54,16
'918F3;TCPOINT;MAT;1466;1491687,81;3238324,72;0,00;54,18;54,18
'90FBF;TCPOINT;MAT;877;1491870,53;3238386,98;0,00;54,19;54,19
'9100F;TCPOINT;MAT;897;1491809,32;3238385,72;54,21;54,21;0,00
'9192B;TCPOINT;MAT;1480;1491690,63;3238320,93;0,00;54,23;54,23
'9102F;TCPOINT;MAT;905;1491840,51;3238385,57;54,23;54,23;0,00
'918BB;TCPOINT;MAT;1452;1491686,00;3238328,13;0,00;54,28;54,28
'918F7;TCPOINT;MAT;1467;1491690,79;3238324,56;0,00;54,30;54,30
'90F93;TCPOINT;MAT;866;1491836,33;3238387,39;54,35;54,35;0,00
'918B7;TCPOINT;MAT;1451;1491688,19;3238328,30;0,00;54,36;54,36
'90FD7;TCPOINT;MAT;883;1491810,14;3238386,27;54,37;54,37;0,00
'9101B;TCPOINT;MAT;900;1491866,54;3238385,82;54,44;54,44;0,00
'911F7;TCPOINT;MAT;1019;1491788,97;3238381,70;54,47;54,47;0,00
'9191B;TCPOINT;MAT;1476;1491688,36;3238322,52;0,00;54,58;54,58
'918FF;TCPOINT;MAT;1469;1491689,23;3238324,13;0,00;54,63;54,63
'9191F;TCPOINT;MAT;1477;1491690,75;3238321,99;0,00;54,76;54,76
'90F77;TCPOINT;MAT;859;1491822,72;3238387,53;54,76;54,76;0,00
'91097;TCPOINT;MAT;931;1491872,96;3238384,60;0,00;54,80;54,80
'918DB;TCPOINT;MAT;1460;1491688,79;3238326,73;0,00;54,81;54,81
'910E3;TCPOINT;MAT;950;1491838,12;3238383,94;54,82;54,82;0,00
'91143;TCPOINT;MAT;974;1491863,58;3238383,16;54,83;54,83;0,00
'90F3B;TCPOINT;MAT;844;1491832,31;3238389,37;54,85;54,85;0,00
'91167;TCPOINT;MAT;983;1491864,73;3238382,80;54,92;54,92;0,00
'918CB;TCPOINT;MAT;1456;1491687,41;3238327,32;0,00;54,97;54,97
'91137;TCPOINT;MAT;971;1491873,39;3238383,41;0,00;55,06;55,06
'918EB;TCPOINT;MAT;1464;1491686,80;3238325,92;0,00;55,10;55,10
'911A3;TCPOINT;MAT;998;1491863,92;3238382,40;55,13;55,13;0,00
'9103F;TCPOINT;MAT;909;1491865,36;3238385,58;55,14;55,14;0,00
'91077;TCPOINT;MAT;923;1491865,69;3238384,99;55,17;55,17;0,00
'912D3;TCPOINT;MAT;1074;1491867,35;3238380,22;0,00;55,51;55,51
'91103;TCPOINT;MAT;958;1491835,92;3238383,52;55,52;55,52;0,00
'9156B;TCPOINT;MAT;1240;1491802,50;3238372,95;55,53;55,53;0,00
'90F7B;TCPOINT;MAT;860;1491824,34;3238387,49;55,75;55,75;0,00
'912D7;TCPOINT;MAT;1075;1491869,57;3238380,16;0,00;55,77;55,77
'91237;TCPOINT;MAT;1035;1491870,13;3238381,57;0,00;55,80;55,80
'915AB;TCPOINT;MAT;1256;1491873,52;3238371,82;0,00;55,91;55,91
'910B3;TCPOINT;MAT;938;1491865,14;3238384,37;55,94;55,94;0,00
'91007;TCPOINT;MAT;895;1491869,91;3238386,02;0,00;55,99;55,99
'90F1F;TCPOINT;MAT;837;1491827,52;3238390,76;56,01;56,01;0,00
'9118F;TCPOINT;MAT;993;1491872,38;3238382,65;0,00;56,06;56,06
'91003;TCPOINT;MAT;894;1491831,72;3238385,94;56,15;56,15;0,00
'90FC7;TCPOINT;MAT;879;1491823,51;3238386,76;56,18;56,18;0,00
'912EB;TCPOINT;MAT;1080;1491797,15;3238379,87;56,19;56,19;0,00
'91017;TCPOINT;MAT;899;1491835,12;3238385,77;56,24;56,24;0,00
'91147;TCPOINT;MAT;975;1491870,54;3238383,21;0,00;56,27;56,27
'91107;TCPOINT;MAT;959;1491871,14;3238383,55;0,00;56,31;56,31
'90FB7;TCPOINT;MAT;875;1491824,30;3238386,91;56,40;56,40;0,00
'91187;TCPOINT;MAT;991;1491865,72;3238382,60;56,45;56,45;0,00
'90F4B;TCPOINT;MAT;848;1491824,51;3238388,73;56,45;56,45;0,00
'90FDF;TCPOINT;MAT;885;1491824,12;3238386,37;56,46;56,46;0,00
'9150B;TCPOINT;MAT;1216;1491882,55;3238375,20;0,00;56,48;56,48
'91133;TCPOINT;MAT;970;1491867,18;3238383,39;0,00;56,51;56,51
'9159B;TCPOINT;MAT;1252;1491805,19;3238371,86;56,55;56,55;0,00
'9105F;TCPOINT;MAT;917;1491796,97;3238384,84;56,55;56,55;0,00
'90FF7;TCPOINT;MAT;891;1491832,95;3238386,17;56,56;56,56;0,00
'9116F;TCPOINT;MAT;985;1491869,38;3238382,79;0,00;56,57;56,57
'91057;TCPOINT;MAT;915;1491825,16;3238385,09;56,57;56,57;0,00
'91083;TCPOINT;MAT;926;1491835,95;3238384,73;56,58;56,58;0,00
'91093;TCPOINT;MAT;930;1491870,13;3238384,60;0,00;56,59;56,59
'9102B;TCPOINT;MAT;904;1491835,76;3238385,51;56,59;56,59;0,00
'90F3F;TCPOINT;MAT;845;1491825,51;3238389,12;56,64;56,64;0,00
'91287;TCPOINT;MAT;1055;1491838,55;3238380,96;56,71;56,71;0,00
'9104B;TCPOINT;MAT;912;1491824,34;3238385,33;56,73;56,73;0,00
'9116B;TCPOINT;MAT;984;1491868,53;3238382,79;0,00;56,76;56,76
'9118B;TCPOINT;MAT;992;1491866,93;3238382,57;56,79;56,79;0,00
'914E7;TCPOINT;MAT;1207;1491799,53;3238375,47;56,80;56,80;0,00
'912AB;TCPOINT;MAT;1064;1491836,77;3238380,56;57,28;57,28;0,00
'91533;TCPOINT;MAT;1226;1491799,34;3238374,28;57,40;57,40;0,00
'910B7;TCPOINT;MAT;939;1491868,57;3238384,36;0,00;57,51;57,51
'91517;TCPOINT;MAT;1219;1491805,10;3238374,69;57,89;57,89;0,00
'91217;TCPOINT;MAT;1027;1491808,94;3238381,50;57,92;57,92;0,00
'912BB;TCPOINT;MAT;1068;1491807,98;3238380,26;57,94;57,94;0,00
'912EF;TCPOINT;MAT;1081;1491808,73;3238379,93;58,03;58,03;0,00
'9124F;TCPOINT;MAT;1041;1491808,15;3238381,30;58,11;58,11;0,00
'91557;TCPOINT;MAT;1235;1491804,95;3238373,67;58,21;58,21;0,00
'90F8B;TCPOINT;MAT;864;1491826,32;3238387,33;58,29;58,29;0,00
'90F9F;TCPOINT;MAT;869;1491828,14;3238387,13;58,50;58,50;0,00
'90F8F;TCPOINT;MAT;865;1491827,30;3238387,35;58,51;58,51;0,00
'90F63;TCPOINT;MAT;854;1491826,53;3238388,11;58,56;58,56;0,00
'9135B;TCPOINT;MAT;1108;1491808,76;3238379,06;58,64;58,64;0,00
'90F27;TCPOINT;MAT;839;1491829,31;3238389,95;58,67;58,67;0,00
'9194F;TCPOINT;MAT;1489;1491687,78;3238315,36;0,00;58,72;58,72
'90F5F;TCPOINT;MAT;853;1491828,74;3238388,34;58,79;58,79;0,00
'915A7;TCPOINT;MAT;1255;1491872,11;3238371,78;0,00;58,83;58,83
'91593;TCPOINT;MAT;1250;1491876,40;3238372,41;0,00;58,88;58,88
'90F5B;TCPOINT;MAT;852;1491801,57;3238388,30;58,91;58,91;0,00
'912AF;TCPOINT;MAT;1065;1491839,72;3238380,54;58,94;58,94;0,00
'91513;TCPOINT;MAT;1218;1491800,14;3238374,88;59,05;59,05;0,00
'91437;TCPOINT;MAT;1163;1491804,16;3238377,29;59,17;59,17;0,00
'90F4F;TCPOINT;MAT;849;1491827,28;3238388,54;59,22;59,22;0,00
'9193F;TCPOINT;MAT;1485;1491687,36;3238318,50;0,00;59,26;59,26
'90F67;TCPOINT;MAT;855;1491799,74;3238387,86;59,32;59,32;0,00
'9133B;TCPOINT;MAT;1100;1491839,55;3238379,34;59,33;59,33;0,00
'90FD3;TCPOINT;MAT;882;1491803,14;3238386,33;59,34;59,34;0,00
'914C7;TCPOINT;MAT;1199;1491804,33;3238375,89;59,36;59,36;0,00
'914B7;TCPOINT;MAT;1195;1491841,94;3238376,18;59,41;59,41;0,00
'91117;TCPOINT;MAT;963;1491796,51;3238383,31;59,43;59,43;0,00
'9194B;TCPOINT;MAT;1488;1491686,96;3238317,31;0,00;59,44;59,44
'91943;TCPOINT;MAT;1486;1491687,60;3238317,55;0,00;59,46;59,46
'91547;TCPOINT;MAT;1231;1491800,14;3238373,91;59,53;59,53;0,00
'90F33;TCPOINT;MAT;842;1491830,56;3238389,75;59,55;59,55;0,00
'913EB;TCPOINT;MAT;1144;1491840,68;3238377,96;59,64;59,64;0,00
'91947;TCPOINT;MAT;1487;1491685,79;3238317,36;0,00;59,66;59,66
'911DF;TCPOINT;MAT;1013;1491796,36;3238381,87;59,66;59,66;0,00
'9107F;TCPOINT;MAT;925;1491833,08;3238384,73;59,67;59,67;0,00
'90F6B;TCPOINT;MAT;856;1491800,72;3238387,87;59,80;59,80;0,00
'90FFF;TCPOINT;MAT;893;1491828,32;3238385,91;59,96;59,96;0,00
'9154B;TCPOINT;MAT;1232;1491801,33;3238373,93;60,05;60,05;0,00
'91503;TCPOINT;MAT;1214;1491802,09;3238375,34;60,05;60,05;0,00
'90FCB;TCPOINT;MAT;880;1491806,53;3238386,46;60,38;60,38;0,00
'911BB;TCPOINT;MAT;1004;1491824,17;3238382,12;60,39;60,39;0,00
'9149F;TCPOINT;MAT;1189;1491807,34;3238376,35;60,53;60,53;0,00
'910FB;TCPOINT;MAT;956;1491833,37;3238383,72;60,69;60,69;0,00
'91013;TCPOINT;MAT;898;1491827,29;3238385,70;60,72;60,72;0,00
'9104F;TCPOINT;MAT;913;1491805,49;3238385,07;61,30;61,30;0,00
'9100B;TCPOINT;MAT;896;1491806,75;3238385,69;61,33;61,33;0,00
'91023;TCPOINT;MAT;902;1491807,31;3238385,50;61,38;61,38;0,00
'9106B;TCPOINT;MAT;920;1491807,11;3238384,95;61,48;61,48;0,00
'9127B;TCPOINT;MAT;1052;1491826,13;3238381,12;61,58;61,58;0,00
'910A7;TCPOINT;MAT;935;1491832,13;3238384,34;61,59;61,59;0,00
'91183;TCPOINT;MAT;990;1491824,92;3238382,55;61,63;61,63;0,00
'90FAF;TCPOINT;MAT;873;1491801,09;3238386,87;61,71;61,71;0,00
'910DF;TCPOINT;MAT;949;1491824,92;3238383,89;61,72;61,72;0,00
'9138B;TCPOINT;MAT;1120;1491828,91;3238378,73;61,75;61,75;0,00
'913A3;TCPOINT;MAT;1126;1491831,32;3238378,52;61,80;61,80;0,00
'91523;TCPOINT;MAT;1222;1491826,37;3238374,55;62,01;62,01;0,00
'91473;TCPOINT;MAT;1178;1491828,38;3238376,94;62,07;62,07;0,00
'914DB;TCPOINT;MAT;1204;1491826,79;3238375,76;62,17;62,17;0,00
'912A3;TCPOINT;MAT;1062;1491827,95;3238380,55;62,28;62,28;0,00
'910EF;TCPOINT;MAT;953;1491805,12;3238383,74;62,35;62,35;0,00
'91223;TCPOINT;MAT;1030;1491828,95;3238381,55;62,39;62,39;0,00
'913AF;TCPOINT;MAT;1129;1491827,36;3238378,34;62,40;62,40;0,00
'9109B;TCPOINT;MAT;932;1491806,76;3238384,27;62,71;62,71;0,00
'91177;TCPOINT;MAT;987;1491806,37;3238382,51;62,84;62,84;0,00
'91377;TCPOINT;MAT;1115;1491799,77;3238378,86;62,93;62,93;0,00
'91527;TCPOINT;MAT;1223;1491827,58;3238374,55;62,99;62,99;0,00
'9153B;TCPOINT;MAT;1228;1491837,18;3238374,17;63,06;63,06;0,00
'9105B;TCPOINT;MAT;916;1491830,51;3238385,16;63,06;63,06;0,00
'9146F;TCPOINT;MAT;1177;1491801,13;3238376,88;63,13;63,13;0,00
'91063;TCPOINT;MAT;918;1491799,10;3238384,87;63,14;63,14;0,00
'91403;TCPOINT;MAT;1150;1491800,73;3238377,67;63,19;63,19;0,00
'9101F;TCPOINT;MAT;901;1491800,10;3238385,44;63,30;63,30;0,00
'91387;TCPOINT;MAT;1119;1491800,52;3238378,67;63,39;63,39;0,00
'911FF;TCPOINT;MAT;1021;1491797,91;3238381,68;63,50;63,50;0,00
'91277;TCPOINT;MAT;1051;1491798,75;3238381,08;63,66;63,66;0,00
'9108B;TCPOINT;MAT;928;1491802,33;3238384,51;63,66;63,66;0,00
'912B7;TCPOINT;MAT;1067;1491798,53;3238380,29;63,77;63,77;0,00
'91067;TCPOINT;MAT;919;1491799,96;3238384,86;63,78;63,78;0,00
'9145B;TCPOINT;MAT;1172;1491824,31;3238377,08;63,82;63,82;0,00
'9107B;TCPOINT;MAT;924;1491829,77;3238384,76;63,84;63,84;0,00
'91357;TCPOINT;MAT;1107;1491807,13;3238379,11;63,86;63,86;0,00
'91353;TCPOINT;MAT;1106;1491806,70;3238379,15;63,86;63,86;0,00
'91127;TCPOINT;MAT;967;1491827,37;3238383,35;63,91;63,91;0,00
'913AB;TCPOINT;MAT;1128;1491806,29;3238378,25;63,95;63,95;0,00
'910EB;TCPOINT;MAT;952;1491801,32;3238383,70;63,97;63,97;0,00
'9134F;TCPOINT;MAT;1105;1491804,77;3238379,07;63,99;63,99;0,00
'9111B;TCPOINT;MAT;964;1491803,54;3238383,33;64,02;64,02;0,00
'910F7;TCPOINT;MAT;955;1491829,12;3238383,72;64,02;64,02;0,00
'91153;TCPOINT;MAT;978;1491825,93;3238382,95;64,16;64,16;0,00
'910DB;TCPOINT;MAT;948;1491798,52;3238383,88;64,18;64,18;0,00
'91163;TCPOINT;MAT;982;1491832,51;3238382,76;64,26;64,26;0,00
'912F7;TCPOINT;MAT;1083;1491824,56;3238379,91;64,34;64,34;0,00
'9114B;TCPOINT;MAT;976;1491798,92;3238382,91;64,39;64,39;0,00
'9138F;TCPOINT;MAT;1121;1491830,34;3238378,69;64,42;64,42;0,00
'91307;TCPOINT;MAT;1087;1491834,33;3238379,69;64,51;64,51;0,00
'911E7;TCPOINT;MAT;1015;1491833,09;3238381,89;64,59;64,59;0,00
'91317;TCPOINT;MAT;1091;1491802,96;3238379,48;64,62;64,62;0,00
'91207;TCPOINT;MAT;1023;1491833,92;3238381,69;64,64;64,64;0,00
'91213;TCPOINT;MAT;1026;1491805,11;3238381,51;64,73;64,73;0,00
'9137B;TCPOINT;MAT;1116;1491825,38;3238378,95;64,82;64,82;0,00
'911E3;TCPOINT;MAT;1014;1491801,95;3238381,91;64,83;64,83;0,00
'912A7;TCPOINT;MAT;1063;1491831,34;3238380,57;64,85;64,85;0,00
'9158F;TCPOINT;MAT;1249;1491836,16;3238372,38;64,88;64,88;0,00
'911B3;TCPOINT;MAT;1002;1491802,48;3238382,11;64,91;64,91;0,00
'91193;TCPOINT;MAT;994;1491803,73;3238382,25;65,03;65,03;0,00
'91283;TCPOINT;MAT;1054;1491833,32;3238380,97;65,28;65,28;0,00
'9120F;TCPOINT;MAT;1025;1491799,69;3238381,49;65,31;65,31;0,00
'915D7;TCPOINT;MAT;1267;1491834,98;3238370,55;66,03;66,03;0,00
'915DF;TCPOINT;MAT;1269;1491836,16;3238370,14;66,59;66,59;0,00
'914EB;TCPOINT;MAT;1208;1491829,95;3238375,53;66,60;66,60;0,00
'91507;TCPOINT;MAT;1215;1491835,39;3238375,37;66,91;66,91;0,00
'913B3;TCPOINT;MAT;1130;1491836,56;3238378,38;67,24;67,24;0,00
'9145F;TCPOINT;MAT;1173;1491831,56;3238377,16;67,71;67,71;0,00
'9155B;TCPOINT;MAT;1236;1491832,69;3238373,75;67,96;67,96;0,00
'91397;TCPOINT;MAT;1123;1491838,36;3238378,76;68,21;68,21;0,00
'91393;TCPOINT;MAT;1122;1491837,37;3238378,75;68,33;68,33;0,00
'91463;TCPOINT;MAT;1174;1491836,56;3238377,18;68,63;68,63;0,00
'9152B;TCPOINT;MAT;1224;1491835,11;3238374,60;68,66;68,66;0,00
'914EF;TCPOINT;MAT;1209;1491831,58;3238375,53;68,71;68,71;0,00
'9140B;TCPOINT;MAT;1152;1491835,14;3238377,72;68,71;68,71;0,00
'914CB;TCPOINT;MAT;1200;1491837,93;3238375,96;69,04;69,04;0,00
'914B3;TCPOINT;MAT;1194;1491833,97;3238376,15;69,29;69,29;0,00
